net,length_um
_01898_,13.02µm
_02071_,13.02µm
_03128_,13.02µm
_00282_,13µm
_00457_,13µm
_01374_,13µm
_03808_,13µm
_04929_,13µm
_01265_,12.98µm
_01774_,12.98µm
_00606_,12.96µm
_01435_,12.96µm
_01714_,12.96µm
_01907_,12.96µm
net776,12.96µm
_01996_,12.94µm
_04075_,12.94µm
_06477_,12.94µm
_00431_,12.92µm
_00607_,12.92µm
_01098_,12.92µm
_01577_,12.92µm
_02648_,12.92µm
_04507_,12.92µm
_06503_,12.92µm
_00576_,12.9µm
_04066_,12.9µm
out1[6],12.89µm
_00525_,12.88µm
_03519_,12.88µm
_03658_,12.88µm
_05594_,12.88µm
_05915_,12.88µm
_05482_,12.87µm
_02723_,12.86µm
_05886_,12.86µm
_06014_,12.86µm
_01814_,12.84µm
_01962_,12.84µm
_02592_,12.84µm
_02713_,12.84µm
_03511_,12.84µm
_03615_,12.84µm
_03824_,12.84µm
_04413_,12.84µm
_04775_,12.84µm
_05034_,12.84µm
_05122_,12.84µm
_05224_,12.84µm
_01570_,12.82µm
_02950_,12.82µm
_04240_,12.82µm
_04280_,12.82µm
_05182_,12.82µm
_01237_,12.8µm
_01248_,12.8µm
_01527_,12.8µm
_02905_,12.8µm
_03264_,12.8µm
_03288_,12.8µm
_03919_,12.8µm
_04496_,12.8µm
_04788_,12.8µm
_06428_,12.8µm
_01362_,12.78µm
_00551_,12.76µm
_02795_,12.76µm
_03015_,12.76µm
_03236_,12.76µm
_03820_,12.76µm
_00028_,12.74µm
_01143_,12.74µm
_01280_,12.74µm
_06050_,12.74µm
_03973_,12.72µm
_05759_,12.72µm
_00377_,12.7µm
_00616_,12.7µm
_02907_,12.7µm
_06257_,12.7µm
_06056_,12.69µm
_02953_,12.68µm
_03440_,12.68µm
_03506_,12.68µm
_06063_,12.68µm
_04221_,12.66µm
_05943_,12.66µm
_00423_,12.64µm
_01331_,12.64µm
_02423_,12.64µm
_03037_,12.64µm
_04768_,12.64µm
_05677_,12.64µm
_01596_,12.63µm
_01021_,12.62µm
_02339_,12.62µm
_03764_,12.62µm
_05157_,12.62µm
_03385_,12.6µm
_03978_,12.6µm
_05241_,12.6µm
_05584_,12.6µm
_00396_,12.58µm
_00530_,12.58µm
_00939_,12.58µm
_01089_,12.58µm
_02909_,12.58µm
_03862_,12.58µm
_05069_,12.58µm
_06472_,12.58µm
net163,12.58µm
_02143_,12.555µm
_03007_,12.54µm
_03180_,12.54µm
_04035_,12.54µm
_06407_,12.54µm
_00723_,12.52µm
_00249_,12.5µm
_03152_,12.5µm
_04068_,12.5µm
_06538_,12.5µm
in0[6],12.49µm
_01024_,12.485µm
_00726_,12.48µm
_02508_,12.48µm
_05364_,12.48µm
_03809_,12.47µm
_02028_,12.46µm
_03008_,12.46µm
_03813_,12.46µm
_03875_,12.46µm
_04312_,12.46µm
_04830_,12.46µm
_05649_,12.46µm
_00705_,12.445µm
_00447_,12.44µm
_01370_,12.44µm
_03341_,12.44µm
_02361_,12.43µm
w32[7],12.43µm
_00795_,12.42µm
_01593_,12.42µm
_02032_,12.42µm
_03336_,12.42µm
_04108_,12.42µm
_06006_,12.42µm
_00351_,12.41µm
_01767_,12.4µm
_02128_,12.4µm
_02838_,12.4µm
_05889_,12.39µm
_05108_,12.38µm
_06180_,12.38µm
_05502_,12.36µm
_00378_,12.34µm
_01257_,12.34µm
_04857_,12.34µm
_04977_,12.34µm
_01361_,12.33µm
_02968_,12.33µm
_02879_,12.325µm
_04315_,12.32µm
_05041_,12.32µm
_04034_,12.3µm
_05135_,12.3µm
_05770_,12.3µm
_06017_,12.3µm
_06292_,12.3µm
_02485_,12.28µm
_02715_,12.28µm
_03544_,12.265µm
_04765_,12.26µm
_05100_,12.26µm
_02384_,12.25µm
_02135_,12.24µm
_02412_,12.24µm
_03229_,12.24µm
_06437_,12.24µm
_02170_,12.23µm
_01532_,12.22µm
_02645_,12.22µm
_05532_,12.22µm
_00446_,12.2µm
_03866_,12.2µm
_04781_,12.2µm
_04970_,12.2µm
_05163_,12.2µm
_00660_,12.18µm
_01407_,12.18µm
_01456_,12.18µm
_05989_,12.18µm
_00308_,12.16µm
_01129_,12.16µm
_02148_,12.16µm
_05126_,12.16µm
_06325_,12.16µm
_02590_,12.155µm
_02509_,12.14µm
_04847_,12.14µm
_05032_,12.14µm
_05123_,12.14µm
_05588_,12.14µm
_03988_,12.13µm
_04622_,12.125µm
_00727_,12.12µm
_02682_,12.12µm
_03090_,12.12µm
_05173_,12.12µm
_05559_,12.12µm
_05911_,12.12µm
w32[4],12.11µm
_01282_,12.1µm
_05259_,12.1µm
_06032_,12.1µm
_00922_,12.08µm
_02635_,12.08µm
_02904_,12.08µm
_03756_,12.08µm
_04320_,12.08µm
_05708_,12.08µm
net820,12.08µm
_03391_,12.04µm
_05243_,12.04µm
_05659_,12.04µm
_06585_,12.04µm
net192,12.04µm
_05817_,12.025µm
_01269_,12.02µm
_03332_,12.02µm
_04019_,12.02µm
_05447_,12.02µm
in1[3],12.02µm
in1[7],12.02µm
w10[5],12.02µm
w33[6],12.02µm
_00812_,12.005µm
_02553_,12.005µm
_01262_,12µm
_06041_,12µm
_06077_,12µm
net701,12µm
_01413_,11.98µm
_03232_,11.98µm
_06581_,11.98µm
_01271_,11.96µm
_01524_,11.96µm
_03316_,11.96µm
_03651_,11.96µm
_04377_,11.96µm
_04749_,11.96µm
_05113_,11.96µm
_05788_,11.96µm
_03198_,11.95µm
_00142_,11.94µm
_03935_,11.94µm
_06616_,11.94µm
_00316_,11.92µm
_02615_,11.92µm
_02883_,11.92µm
_06215_,11.92µm
net166,11.92µm
_02164_,11.9µm
_02985_,11.9µm
_05407_,11.9µm
_01661_,11.88µm
_03475_,11.88µm
_05024_,11.88µm
_05290_,11.88µm
_05772_,11.88µm
_06493_,11.88µm
_03112_,11.86µm
_05343_,11.86µm
_05452_,11.86µm
_05910_,11.86µm
_05992_,11.86µm
_06423_,11.86µm
_05682_,11.85µm
_00057_,11.84µm
_00300_,11.84µm
_01160_,11.84µm
_04476_,11.84µm
_04948_,11.84µm
_05906_,11.84µm
_02939_,11.82µm
_03147_,11.82µm
_04549_,11.82µm
_01783_,11.815µm
_01557_,11.8µm
_03142_,11.8µm
_03302_,11.8µm
_03459_,11.8µm
_05209_,11.8µm
_06455_,11.8µm
_06647_,11.8µm
out1[7],11.79µm
_01872_,11.78µm
_02417_,11.78µm
_02663_,11.78µm
_03417_,11.78µm
_04061_,11.78µm
_05610_,11.78µm
_01414_,11.76µm
_02283_,11.76µm
_02461_,11.76µm
_02582_,11.76µm
_04300_,11.76µm
_04886_,11.76µm
_05674_,11.76µm
_05691_,11.76µm
_06602_,11.76µm
_01426_,11.74µm
_02406_,11.74µm
_02428_,11.74µm
_03619_,11.74µm
_04173_,11.74µm
_06323_,11.74µm
_00472_,11.72µm
_02767_,11.72µm
net188,11.72µm
_00267_,11.71µm
_02118_,11.7µm
_04138_,11.7µm
_04152_,11.7µm
_06229_,11.7µm
net168,11.7µm
_04254_,11.69µm
_00332_,11.68µm
_00665_,11.68µm
_04242_,11.68µm
_05560_,11.68µm
_05829_,11.68µm
_00841_,11.66µm
_02223_,11.66µm
_05098_,11.66µm
_05120_,11.66µm
_06046_,11.66µm
_01234_,11.64µm
_01698_,11.64µm
_02231_,11.64µm
_02991_,11.64µm
_03395_,11.64µm
net931,11.64µm
_00840_,11.62µm
_01100_,11.62µm
_01730_,11.62µm
_02520_,11.62µm
_03408_,11.62µm
_04225_,11.62µm
_04777_,11.62µm
_06549_,11.62µm
_01534_,11.605µm
_04215_,11.6µm
_05417_,11.6µm
_06468_,11.6µm
_00289_,11.59µm
_04956_,11.59µm
_00759_,11.58µm
_01613_,11.58µm
_01775_,11.58µm
_02827_,11.58µm
_03738_,11.58µm
_03922_,11.58µm
_04472_,11.58µm
_04629_,11.58µm
_04686_,11.58µm
_05935_,11.58µm
net6,11.58µm
net827,11.58µm
_00255_,11.56µm
_04966_,11.56µm
in1[6],11.56µm
w13[7],11.56µm
w20[0],11.56µm
w20[1],11.56µm
w23[4],11.56µm
w23[6],11.56µm
w23[7],11.56µm
_00196_,11.54µm
_04744_,11.54µm
_05611_,11.54µm
_06088_,11.54µm
_05570_,11.53µm
_00214_,11.52µm
_00424_,11.52µm
_02119_,11.52µm
_03708_,11.52µm
_04577_,11.52µm
_05680_,11.52µm
_02013_,11.5µm
_03042_,11.5µm
_03172_,11.5µm
_04443_,11.5µm
_05096_,11.5µm
_00974_,11.48µm
_01052_,11.48µm
_00838_,11.46µm
_01149_,11.46µm
_01227_,11.46µm
_04176_,11.46µm
_04452_,11.46µm
_05374_,11.46µm
_05897_,11.46µm
_00740_,11.44µm
_00816_,11.44µm
_01884_,11.44µm
_03816_,11.44µm
_04339_,11.44µm
_05125_,11.44µm
w12[3],11.44µm
_01624_,11.42µm
_01741_,11.42µm
_01910_,11.42µm
_01975_,11.42µm
_03368_,11.42µm
_04559_,11.42µm
_05134_,11.42µm
_05622_,11.42µm
_06375_,11.42µm
_06628_,11.42µm
_01701_,11.4µm
_04772_,11.4µm
_00027_,11.38µm
_01161_,11.38µm
_01693_,11.38µm
_04386_,11.38µm
_05698_,11.38µm
_06080_,11.38µm
_06095_,11.38µm
net202,11.38µm
_01082_,11.36µm
_02903_,11.36µm
_04127_,11.36µm
_00370_,11.34µm
_01272_,11.34µm
_02814_,11.34µm
_03952_,11.34µm
_05158_,11.34µm
_05722_,11.34µm
_06571_,11.34µm
_04171_,11.32µm
_04343_,11.32µm
_05372_,11.32µm
_05995_,11.32µm
_06440_,11.32µm
net746,11.32µm
_01131_,11.3µm
_01901_,11.3µm
_03390_,11.3µm
_03614_,11.3µm
_03684_,11.3µm
_05143_,11.3µm
_05405_,11.3µm
net711,11.3µm
_02426_,11.28µm
_02828_,11.28µm
_04589_,11.28µm
_05102_,11.28µm
_05291_,11.28µm
net233,11.28µm
_01592_,11.26µm
_01830_,11.26µm
_03741_,11.26µm
_03810_,11.26µm
_03154_,11.25µm
_00456_,11.24µm
_01458_,11.24µm
_01531_,11.24µm
_02447_,11.24µm
_02734_,11.24µm
_02896_,11.24µm
_03227_,11.24µm
_04186_,11.24µm
_05184_,11.24µm
_05899_,11.24µm
_06324_,11.24µm
_01358_,11.23µm
_01802_,11.22µm
_03077_,11.22µm
_03677_,11.22µm
_03819_,11.22µm
_00295_,11.2µm
_00379_,11.2µm
_01743_,11.2µm
_01877_,11.2µm
_02778_,11.2µm
_03656_,11.2µm
_04027_,11.2µm
_04427_,11.2µm
_05050_,11.2µm
_05089_,11.2µm
_05430_,11.2µm
_06181_,11.2µm
_06632_,11.2µm
_00246_,11.18µm
_01293_,11.18µm
_01490_,11.18µm
_02835_,11.18µm
_03762_,11.18µm
_06618_,11.18µm
_00733_,11.17µm
_03092_,11.16µm
_05292_,11.16µm
w11[7],11.14µm
_05152_,11.125µm
_02550_,11.12µm
_03966_,11.12µm
_05385_,11.12µm
_00260_,11.1µm
_00520_,11.1µm
_00921_,11.1µm
_01980_,11.1µm
_02367_,11.1µm
_02914_,11.1µm
_03190_,11.1µm
_03676_,11.1µm
_04566_,11.1µm
_06441_,11.1µm
in1[2],11.1µm
w10[0],11.1µm
w10[1],11.1µm
w10[2],11.1µm
w10[3],11.1µm
w10[4],11.1µm
w10[6],11.1µm
w13[3],11.1µm
w13[4],11.1µm
w13[5],11.1µm
w13[6],11.1µm
w20[2],11.1µm
w20[3],11.1µm
w23[5],11.1µm
_05711_,11.085µm
_01795_,11.08µm
_02037_,11.08µm
_02844_,11.08µm
_02972_,11.08µm
_04732_,11.08µm
_05921_,11.08µm
_06651_,11.08µm
_01528_,11.06µm
_01625_,11.06µm
_02311_,11.06µm
_04069_,11.06µm
_05071_,11.06µm
_00216_,11.04µm
_01937_,11.04µm
_02251_,11.04µm
_05105_,11.04µm
_05615_,11.04µm
_03164_,11.02µm
_03893_,11.02µm
_04657_,11.02µm
_06402_,11.02µm
_02302_,11.01µm
_01764_,11µm
_04619_,11µm
_04832_,11µm
_05367_,11µm
out0[0],11µm
out0[12],11µm
out0[13],11µm
out0[14],11µm
out0[15],11µm
out0[1],11µm
out0[2],11µm
out0[3],11µm
out0[6],11µm
out0[7],11µm
out0[8],11µm
out0[9],11µm
out3[15],11µm
net707,10.98µm
_00713_,10.96µm
_01215_,10.96µm
_02842_,10.96µm
_03412_,10.96µm
_04082_,10.96µm
_04330_,10.96µm
_04926_,10.96µm
_05529_,10.96µm
_00843_,10.95µm
_00565_,10.94µm
_02078_,10.94µm
_02956_,10.94µm
_03119_,10.94µm
_01956_,10.92µm
_02657_,10.92µm
_03284_,10.92µm
_03369_,10.92µm
_05244_,10.92µm
net747,10.92µm
_06508_,10.905µm
_03185_,10.9µm
_06454_,10.89µm
_00242_,10.88µm
_00582_,10.88µm
_00895_,10.88µm
_01118_,10.88µm
_01278_,10.88µm
_02085_,10.88µm
_02693_,10.88µm
_02697_,10.88µm
_03021_,10.88µm
_03538_,10.88µm
_04997_,10.88µm
_05092_,10.88µm
_05298_,10.88µm
_05832_,10.88µm
_05966_,10.88µm
_06138_,10.88µm
_06623_,10.88µm
net355,10.88µm
_01499_,10.86µm
_03025_,10.86µm
_03627_,10.86µm
_04175_,10.86µm
_04609_,10.86µm
_04964_,10.86µm
_05285_,10.86µm
_00598_,10.84µm
_02581_,10.84µm
_02642_,10.84µm
_02941_,10.84µm
_05261_,10.84µm
_04153_,10.83µm
_02760_,10.82µm
_03262_,10.82µm
_03793_,10.82µm
_04238_,10.82µm
_04945_,10.82µm
_03572_,10.8µm
_04769_,10.8µm
_03530_,10.79µm
_00931_,10.78µm
_02762_,10.78µm
_04129_,10.78µm
_04183_,10.78µm
_04510_,10.78µm
_04546_,10.78µm
_05425_,10.78µm
_05926_,10.78µm
_02575_,10.76µm
_04379_,10.76µm
_04875_,10.76µm
_05808_,10.76µm
_02182_,10.75µm
_00312_,10.74µm
_01258_,10.74µm
_01332_,10.74µm
_01600_,10.74µm
_01753_,10.74µm
_01940_,10.74µm
_03035_,10.74µm
_03193_,10.74µm
_04663_,10.74µm
_05211_,10.74µm
_05438_,10.74µm
_05686_,10.74µm
_05972_,10.74µm
_06473_,10.74µm
_06642_,10.74µm
_00421_,10.72µm
_00915_,10.72µm
_00950_,10.72µm
_01579_,10.72µm
_02318_,10.72µm
_02987_,10.72µm
_03041_,10.72µm
_03325_,10.72µm
_01840_,10.7µm
_04494_,10.7µm
_05821_,10.7µm
_06478_,10.695µm
w30[0],10.69µm
_01660_,10.68µm
_03903_,10.68µm
_05217_,10.68µm
_05888_,10.67µm
_05346_,10.65µm
_00395_,10.64µm
_03129_,10.64µm
_04442_,10.64µm
_04699_,10.64µm
_05543_,10.64µm
_05763_,10.64µm
_01691_,10.62µm
_02031_,10.62µm
_03132_,10.62µm
_03927_,10.62µm
_03958_,10.62µm
_06173_,10.62µm
_01837_,10.6µm
_02574_,10.6µm
_06620_,10.6µm
out3[0],10.59µm
_03211_,10.58µm
_04718_,10.58µm
_05567_,10.58µm
_05824_,10.58µm
_00593_,10.56µm
_01510_,10.56µm
_02256_,10.56µm
net771,10.56µm
_00392_,10.54µm
_00876_,10.54µm
_00899_,10.54µm
_01851_,10.54µm
_02094_,10.54µm
_02859_,10.54µm
_03230_,10.54µm
_03359_,10.54µm
_04946_,10.54µm
_05307_,10.54µm
out0[10],10.54µm
out0[11],10.54µm
out0[4],10.54µm
out0[5],10.54µm
out3[13],10.54µm
out3[14],10.54µm
net937,10.54µm
_01342_,10.52µm
_01375_,10.52µm
_01481_,10.52µm
_01938_,10.52µm
_02379_,10.52µm
_03110_,10.52µm
_03573_,10.52µm
_06042_,10.52µm
_01969_,10.505µm
_04511_,10.505µm
_00344_,10.5µm
_00696_,10.5µm
_00724_,10.5µm
_01926_,10.5µm
_02329_,10.5µm
_03003_,10.5µm
_03155_,10.5µm
_03314_,10.5µm
_03411_,10.5µm
_03981_,10.5µm
_04218_,10.5µm
_04450_,10.5µm
_04607_,10.5µm
_05777_,10.5µm
_05945_,10.5µm
_06038_,10.5µm
_06475_,10.5µm
_06614_,10.5µm
_03261_,10.48µm
_03611_,10.48µm
_04189_,10.48µm
_04255_,10.465µm
_04064_,10.46µm
_01922_,10.44µm
_02070_,10.43µm
_05393_,10.425µm
_00164_,10.42µm
_01165_,10.42µm
_01836_,10.42µm
_01853_,10.42µm
_03639_,10.42µm
_03641_,10.42µm
_03882_,10.42µm
_04579_,10.42µm
_06104_,10.42µm
_00374_,10.4µm
_02246_,10.4µm
_02331_,10.4µm
_02967_,10.4µm
_04017_,10.4µm
_05067_,10.4µm
net92,10.4µm
_03594_,10.385µm
_03850_,10.385µm
_00144_,10.38µm
_00202_,10.38µm
_03133_,10.38µm
_03812_,10.38µm
_06045_,10.38µm
_06461_,10.38µm
_00587_,10.36µm
_01137_,10.36µm
_01194_,10.36µm
_01281_,10.36µm
_01425_,10.36µm
_01809_,10.36µm
_02249_,10.36µm
_04025_,10.36µm
_06301_,10.36µm
_00924_,10.35µm
_04497_,10.34µm
_05483_,10.34µm
_06065_,10.34µm
_06075_,10.34µm
_06595_,10.34µm
out2[15],10.34µm
_00571_,10.32µm
_03489_,10.32µm
_03934_,10.32µm
_03948_,10.32µm
_04802_,10.32µm
_05011_,10.32µm
_05038_,10.32µm
net174,10.32µm
net183,10.32µm
_00266_,10.3µm
_00336_,10.3µm
_00684_,10.3µm
_01001_,10.3µm
_01368_,10.3µm
_01644_,10.3µm
_01909_,10.3µm
_02966_,10.3µm
_04156_,10.3µm
_04947_,10.3µm
_05351_,10.3µm
_00972_,10.28µm
_01415_,10.28µm
_01599_,10.28µm
_01652_,10.28µm
_02257_,10.28µm
_02492_,10.28µm
_03310_,10.28µm
_03471_,10.28µm
_03887_,10.28µm
_04939_,10.28µm
_06109_,10.28µm
_06524_,10.28µm
_06657_,10.28µm
_03136_,10.26µm
_04049_,10.26µm
_04306_,10.26µm
_05956_,10.26µm
_02763_,10.245µm
_00786_,10.24µm
_02709_,10.24µm
_04163_,10.24µm
_04809_,10.24µm
_05044_,10.24µm
_05240_,10.24µm
_01419_,10.23µm
_02162_,10.22µm
_02232_,10.22µm
_06193_,10.22µm
_06335_,10.22µm
_06510_,10.22µm
_01568_,10.2µm
_02005_,10.2µm
_02449_,10.2µm
_02489_,10.2µm
_03750_,10.2µm
_04715_,10.2µm
_06107_,10.2µm
_06507_,10.2µm
_00245_,10.18µm
_00285_,10.18µm
_00437_,10.18µm
_00766_,10.18µm
_02364_,10.18µm
_02898_,10.18µm
_03528_,10.18µm
_04336_,10.18µm
_06660_,10.18µm
in3[1],10.17µm
_01213_,10.16µm
_01826_,10.16µm
_02345_,10.16µm
_02961_,10.16µm
_03055_,10.16µm
_03740_,10.16µm
_04649_,10.16µm
_04719_,10.16µm
_05253_,10.16µm
_00600_,10.14µm
_04581_,10.14µm
_00408_,10.12µm
_01639_,10.12µm
_01754_,10.12µm
_04751_,10.12µm
_05582_,10.12µm
_05838_,10.12µm
_06483_,10.12µm
_04687_,10.115µm
_01503_,10.11µm
_03418_,10.105µm
_01344_,10.1µm
_03268_,10.1µm
_04911_,10.1µm
w31[4],10.1µm
net944,10.1µm
_02818_,10.08µm
_03022_,10.08µm
_03087_,10.08µm
_03298_,10.08µm
_03707_,10.08µm
_03846_,10.08µm
_05103_,10.08µm
_05272_,10.08µm
_05647_,10.08µm
_00752_,10.075µm
_01770_,10.06µm
_01933_,10.06µm
_03609_,10.06µm
_04887_,10.06µm
_05235_,10.06µm
w22[2],10.05µm
_01455_,10.04µm
_01525_,10.04µm
_01585_,10.04µm
_01662_,10.04µm
_01726_,10.04µm
_01968_,10.04µm
_02038_,10.04µm
_02337_,10.04µm
_03662_,10.04µm
_03718_,10.04µm
_03910_,10.04µm
_04671_,10.04µm
_04974_,10.04µm
_05168_,10.04µm
_05228_,10.04µm
_06608_,10.04µm
net236,10.04µm
_04281_,10.02µm
_05330_,10.02µm
_05363_,10.02µm
_00024_,10µm
_02688_,10µm
_06113_,10µm
_01852_,9.995µm
_06331_,9.98µm
_03962_,9.97µm
_04653_,9.96µm
_06534_,9.96µm
_02326_,9.94µm
_03036_,9.94µm
_03432_,9.94µm
_03705_,9.94µm
_04613_,9.94µm
_04884_,9.94µm
_06514_,9.94µm
_06665_,9.94µm
_01016_,9.93µm
_06067_,9.93µm
_00247_,9.92µm
_00335_,9.92µm
_01151_,9.92µm
_01735_,9.92µm
_02676_,9.92µm
_03984_,9.92µm
_04042_,9.92µm
_04942_,9.92µm
_06190_,9.92µm
_00949_,9.9µm
_05642_,9.9µm
net165,9.9µm
_00698_,9.89µm
_02745_,9.88µm
_02964_,9.88µm
_00736_,9.87µm
_00365_,9.86µm
_00428_,9.86µm
_00515_,9.86µm
_01460_,9.86µm
_03928_,9.86µm
_04179_,9.86µm
_05489_,9.86µm
_06110_,9.86µm
w33[4],9.85µm
_00735_,9.84µm
_01629_,9.84µm
_02832_,9.84µm
_04792_,9.84µm
_05328_,9.84µm
_06099_,9.84µm
_06438_,9.84µm
_00952_,9.82µm
_01112_,9.82µm
_01333_,9.82µm
_01657_,9.82µm
_02281_,9.82µm
_02362_,9.82µm
_02488_,9.82µm
_02900_,9.82µm
_03238_,9.82µm
_03602_,9.82µm
_03678_,9.82µm
_04711_,9.82µm
_06453_,9.82µm
_04819_,9.805µm
_00533_,9.8µm
_03908_,9.8µm
_04167_,9.8µm
_05602_,9.8µm
_05885_,9.8µm
_06294_,9.8µm
_06492_,9.8µm
_01338_,9.78µm
_01946_,9.78µm
_03444_,9.78µm
_03845_,9.78µm
_04449_,9.78µm
_04454_,9.78µm
_04747_,9.78µm
_05047_,9.78µm
w03[7],9.77µm
_01681_,9.76µm
_01936_,9.76µm
_02039_,9.76µm
_02122_,9.76µm
_02831_,9.76µm
_00693_,9.74µm
_00695_,9.74µm
_03869_,9.74µm
_02651_,9.73µm
_00338_,9.72µm
_00356_,9.72µm
_00636_,9.72µm
_00943_,9.72µm
_01497_,9.72µm
_02041_,9.72µm
_02295_,9.72µm
_03458_,9.72µm
_04389_,9.72µm
_06081_,9.72µm
_00159_,9.705µm
_00264_,9.7µm
_00579_,9.7µm
_00929_,9.7µm
_01173_,9.7µm
_01718_,9.7µm
_01868_,9.7µm
_01870_,9.7µm
_02436_,9.7µm
_03156_,9.7µm
_06235_,9.7µm
_06505_,9.7µm
_05520_,9.695µm
_03195_,9.69µm
_00478_,9.68µm
_02198_,9.68µm
_02524_,9.68µm
_02813_,9.68µm
_00714_,9.66µm
_01452_,9.66µm
_02772_,9.66µm
_05368_,9.645µm
w01[1],9.64µm
w01[3],9.64µm
w12[0],9.64µm
w12[1],9.64µm
w31[1],9.64µm
w31[6],9.64µm
_05276_,9.63µm
_05355_,9.63µm
_06521_,9.625µm
_00185_,9.62µm
_00507_,9.62µm
_01182_,9.62µm
_01340_,9.62µm
_01856_,9.62µm
_03027_,9.62µm
_04702_,9.62µm
_04866_,9.62µm
_05977_,9.62µm
_06044_,9.62µm
_05215_,9.6µm
_06569_,9.6µm
_00041_,9.58µm
_00393_,9.58µm
_00481_,9.58µm
_01395_,9.58µm
_01857_,9.58µm
_02168_,9.58µm
_02546_,9.58µm
_02566_,9.58µm
_02951_,9.58µm
_03052_,9.58µm
_03653_,9.58µm
_04040_,9.58µm
_04503_,9.58µm
_04825_,9.58µm
_05420_,9.58µm
_05481_,9.58µm
_05735_,9.58µm
net730,9.58µm
_05651_,9.56µm
_06142_,9.56µm
_01623_,9.54µm
_05264_,9.54µm
_06226_,9.54µm
_02573_,9.52µm
_04335_,9.52µm
_05053_,9.52µm
_00445_,9.5µm
_01285_,9.5µm
_01410_,9.5µm
_01502_,9.5µm
_02330_,9.5µm
_03486_,9.5µm
_03622_,9.5µm
_04276_,9.5µm
_04278_,9.5µm
_04783_,9.5µm
_04851_,9.5µm
_05587_,9.5µm
_06592_,9.5µm
_05619_,9.49µm
w00[2],9.49µm
_02132_,9.485µm
_01142_,9.48µm
_02666_,9.48µm
_03345_,9.48µm
_03742_,9.48µm
_03942_,9.48µm
_04561_,9.48µm
_05233_,9.48µm
_05296_,9.48µm
_05957_,9.48µm
_06062_,9.48µm
_06137_,9.48µm
_00222_,9.46µm
_04922_,9.46µm
_05614_,9.46µm
_06554_,9.46µm
_00586_,9.44µm
_01090_,9.44µm
_01243_,9.44µm
_02427_,9.44µm
_02649_,9.44µm
_03108_,9.44µm
_03394_,9.44µm
_04002_,9.44µm
_04047_,9.44µm
_04233_,9.44µm
_04244_,9.44µm
_04376_,9.44µm
_04767_,9.44µm
_06252_,9.44µm
_05442_,9.43µm
_00545_,9.42µm
_00851_,9.42µm
_02583_,9.42µm
_04754_,9.42µm
_00005_,9.4µm
_02389_,9.4µm
_03786_,9.4µm
_04864_,9.4µm
_03476_,9.385µm
_06633_,9.385µm
_00277_,9.38µm
_01553_,9.38µm
_02855_,9.38µm
_05246_,9.38µm
_05752_,9.38µm
_06156_,9.38µm
_06392_,9.38µm
_06410_,9.38µm
_06415_,9.38µm
_00341_,9.365µm
_00519_,9.36µm
_00806_,9.36µm
_01010_,9.36µm
_01180_,9.36µm
_01468_,9.36µm
_01641_,9.36µm
_02351_,9.36µm
_03222_,9.36µm
_03466_,9.36µm
_05404_,9.36µm
_05558_,9.36µm
_06532_,9.36µm
net755,9.36µm
_01055_,9.355µm
_00155_,9.34µm
_00173_,9.34µm
_00932_,9.34µm
_02400_,9.34µm
_04617_,9.34µm
_05249_,9.34µm
_00776_,9.32µm
_03797_,9.32µm
_03840_,9.32µm
_03971_,9.32µm
_05055_,9.32µm
_05118_,9.32µm
_06211_,9.32µm
_02516_,9.3µm
_03957_,9.3µm
_04403_,9.3µm
_06577_,9.3µm
w01[6],9.3µm
_01479_,9.29µm
_05473_,9.285µm
_05794_,9.285µm
_00036_,9.28µm
_00170_,9.28µm
_00654_,9.28µm
_01572_,9.28µm
_02034_,9.28µm
_02220_,9.28µm
_03749_,9.28µm
_03801_,9.28µm
_04784_,9.28µm
_05444_,9.28µm
_05809_,9.28µm
_05924_,9.28µm
_06052_,9.28µm
net884,9.28µm
_04733_,9.27µm
_01373_,9.26µm
_01887_,9.26µm
_02103_,9.26µm
_03245_,9.26µm
_04132_,9.26µm
_04145_,9.26µm
_06291_,9.26µm
_00286_,9.245µm
_00165_,9.24µm
_00510_,9.24µm
_00879_,9.24µm
_01303_,9.24µm
_01476_,9.24µm
_01823_,9.24µm
_02803_,9.24µm
_03591_,9.24µm
_03724_,9.24µm
_04110_,9.24µm
_04185_,9.24µm
_04249_,9.24µm
_04420_,9.24µm
_04780_,9.24µm
_05652_,9.24µm
_05710_,9.24µm
_05803_,9.24µm
_06526_,9.24µm
net722,9.24µm
_05696_,9.22µm
_06474_,9.22µm
_00511_,9.2µm
_01839_,9.2µm
_02054_,9.2µm
_03979_,9.2µm
_04147_,9.2µm
_04943_,9.2µm
_06287_,9.2µm
_00133_,9.18µm
_02684_,9.18µm
_04227_,9.18µm
_02503_,9.17µm
_00548_,9.16µm
_00803_,9.16µm
_00877_,9.16µm
_01432_,9.16µm
_01471_,9.16µm
_02352_,9.16µm
_02460_,9.16µm
_02799_,9.16µm
_03254_,9.16µm
_03410_,9.16µm
_03510_,9.16µm
_04331_,9.16µm
_05541_,9.16µm
_05676_,9.16µm
_06192_,9.16µm
_00954_,9.14µm
_03438_,9.14µm
_03467_,9.14µm
_04216_,9.14µm
_05423_,9.14µm
_05895_,9.14µm
_06238_,9.14µm
_06520_,9.14µm
net778,9.14µm
_01224_,9.125µm
_03321_,9.12µm
_03661_,9.12µm
_04978_,9.12µm
_05410_,9.12µm
_06170_,9.12µm
_00168_,9.115µm
_01646_,9.1µm
_04600_,9.1µm
