Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_34_83,VGND,li1,43.9300,103.3600,0.000305
FILLER_34_79,VGND,li1,42.7800,103.3600,0.000305
FILLER_34_70,VGND,li1,37.9500,103.3600,0.000246
FILLER_34_64,VGND,li1,36.3400,103.3600,0.000225
FILLER_34_52,VGND,li1,32.2000,103.3600,0.000184
FILLER_34_41,VGND,li1,24.6100,103.3600,0.000110
FILLER_34_29,VGND,li1,21.6200,103.3600,0.000110
FILLER_34_27,VGND,li1,18.1700,103.3600,0.000111
FILLER_34_21,VGND,li1,16.5600,103.3600,0.000111
FILLER_34_10,VGND,li1,10.3500,103.3600,0.000112
FILLER_34_6,VGND,li1,9.2000,103.3600,0.000112
FILLER_33_281,VGND,li1,135.4700,103.3600,0.000931
FILLER_33_261,VGND,li1,126.2700,103.3600,0.000928
FILLER_33_221,VGND,li1,107.8700,103.3600,0.000871
FILLER_33_196,VGND,li1,96.6000,103.3600,0.000784
FILLER_33_169,VGND,li1,83.9500,103.3600,0.000677
FILLER_33_166,VGND,li1,82.3400,103.3600,0.000677
FILLER_33_154,VGND,li1,79.1200,103.3600,0.000638
FILLER_33_135,VGND,li1,69.4600,103.3600,0.000567
FILLER_33_120,VGND,li1,61.4100,103.3600,0.000492
FILLER_33_113,VGND,li1,57.7300,103.3600,0.000440
FILLER_33_109,VGND,li1,56.3500,103.3600,0.000440
FILLER_33_97,VGND,li1,52.9000,103.3600,0.000402
FILLER_33_85,VGND,li1,47.3800,103.3600,0.000342
FILLER_33_75,VGND,li1,40.9400,103.3600,0.000276
FILLER_33_68,VGND,li1,37.0300,103.3600,0.000246
FILLER_33_60,VGND,li1,34.9600,103.3600,0.000225
FILLER_33_55,VGND,li1,31.0500,103.3600,0.000184
FILLER_33_43,VGND,li1,25.5300,103.3600,0.000110
FILLER_33_37,VGND,li1,23.9200,103.3600,0.000110
FILLER_33_15,VGND,li1,15.1800,103.3600,0.000112
FILLER_33_3,VGND,li1,9.6600,103.3600,0.000112
FILLER_32_274,VGND,li1,132.9400,97.9200,0.000229
FILLER_32_258,VGND,li1,124.4300,97.9200,0.000227
FILLER_32_221,VGND,li1,108.1000,97.9200,0.000215
FILLER_32_209,VGND,li1,104.4200,97.9200,0.000210
FILLER_32_205,VGND,li1,100.0500,97.9200,0.000205
FILLER_32_197,VGND,li1,97.9800,97.9200,0.000202
FILLER_32_190,VGND,li1,94.3000,97.9200,0.000197
FILLER_32_184,VGND,li1,90.3900,97.9200,0.000191
FILLER_32_177,VGND,li1,87.4000,97.9200,0.000187
FILLER_32_165,VGND,li1,84.1800,97.9200,0.000180
FILLER_32_153,VGND,li1,78.6600,97.9200,0.000168
FILLER_32_141,VGND,li1,73.1400,97.9200,0.000157
FILLER_32_132,VGND,li1,68.0800,97.9200,0.000145
FILLER_32_120,VGND,li1,63.4800,97.9200,0.000134
FILLER_32_109,VGND,li1,56.1200,97.9200,0.000117
FILLER_32_97,VGND,li1,52.9000,97.9200,0.000110
FILLER_32_85,VGND,li1,47.3800,97.9200,0.000097
FILLER_32_80,VGND,li1,43.2400,97.9200,0.000086
FILLER_32_54,VGND,li1,33.1200,97.9200,0.000059
FILLER_32_41,VGND,li1,25.7600,97.9200,0.000038
FILLER_32_29,VGND,li1,21.6200,97.9200,0.000032
FILLER_32_26,VGND,li1,17.9400,97.9200,0.000033
FILLER_32_18,VGND,li1,15.6400,97.9200,0.000033
FILLER_32_6,VGND,li1,11.0400,97.9200,0.000033
FILLER_31_281,VGND,li1,135.4700,97.9200,0.000229
FILLER_31_272,VGND,li1,131.5600,97.9200,0.000228
FILLER_31_260,VGND,li1,127.8800,97.9200,0.000227
FILLER_31_249,VGND,li1,120.7500,97.9200,0.000225
FILLER_31_223,VGND,li1,108.3300,97.9200,0.000215
FILLER_31_214,VGND,li1,104.1900,97.9200,0.000210
FILLER_31_202,VGND,li1,101.2000,97.9200,0.000205
FILLER_31_190,VGND,li1,95.6800,97.9200,0.000197
FILLER_31_173,VGND,li1,85.3300,97.9200,0.000180
FILLER_31_169,VGND,li1,84.1800,97.9200,0.000180
FILLER_31_165,VGND,li1,82.1100,97.9200,0.000176
FILLER_31_153,VGND,li1,78.6600,97.9200,0.000168
FILLER_31_141,VGND,li1,73.1400,97.9200,0.000157
FILLER_31_129,VGND,li1,67.6200,97.9200,0.000145
FILLER_31_117,VGND,li1,62.1000,97.9200,0.000134
FILLER_31_111,VGND,li1,56.8100,97.9200,0.000122
FILLER_31_103,VGND,li1,54.7400,97.9200,0.000117
FILLER_31_87,VGND,li1,46.9200,97.9200,0.000097
FILLER_31_75,VGND,li1,42.7800,97.9200,0.000086
FILLER_31_65,VGND,li1,36.1100,97.9200,0.000067
FILLER_31_57,VGND,li1,33.5800,97.9200,0.000059
FILLER_31_54,VGND,li1,30.8200,97.9200,0.000053
FILLER_31_46,VGND,li1,27.1400,97.9200,0.000038
FILLER_31_34,VGND,li1,23.9200,97.9200,0.000032
FILLER_31_24,VGND,li1,16.7900,97.9200,0.000033
FILLER_31_18,VGND,li1,14.4900,97.9200,0.000033
FILLER_31_6,VGND,li1,11.0400,97.9200,0.000033
FILLER_30_277,VGND,li1,133.6300,92.4800,0.000238
FILLER_30_265,VGND,li1,130.1800,92.4800,0.000237
FILLER_30_253,VGND,li1,124.6600,92.4800,0.000235
FILLER_30_251,VGND,li1,121.2100,92.4800,0.000234
FILLER_30_239,VGND,li1,118.2200,92.4800,0.000232
FILLER_30_227,VGND,li1,112.7000,92.4800,0.000230
FILLER_30_215,VGND,li1,107.1800,92.4800,0.000227
FILLER_30_206,VGND,li1,101.6600,92.4800,0.000225
